Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Currency,Amount,Type,Risk Scoring,Shopper Interaction,Shopper Name,Shopper PAN,Shopper IP,Shopper Country,Issuer Name,Issuer Id,Issuer City,Issuer Country,Acquirer Response,Authorisation Code,Shopper Email,Shopper Reference,3D Directory Response,3D Authentication Response,CVC2 Response,AVS Response,Billing Street,Billing House Number / Name,Billing City,Billing Postal Code / ZIP,Billing State / Province,Billing Country,Delivery Street,Delivery House Number / Name,Delivery City,Delivery Postal Code / ZIP,Delivery State / Province,Delivery Country,Acquirer Reference,Payment Method Variant,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077392,diners,6/30/17 21:53,CEST,SEK,265.96,Payment,0,Ecommerce,John Doe,7017,2.248.162.52,SE,,361489,,SE,DECLINED,,johndoe@gmail.com,46354761,,,2,0,,,,,,,,,,,,,,diners,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077424,mc,6/30/17 21:53,CEST,CHF,49.95,Payment,0,Ecommerce,John Doe,3106,178.199.116.163,CH,,510021,,CH,APPROVED,224,johndoe@gmail.com,18080963,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077322,paypal,6/30/17 21:53,CEST,EUR,44.95,Payment,0,Ecommerce,John Doe,,83.58.135.4,ES,,,,,APPROVED,,johndoe@gmail.com,22077453,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077418,ideal,6/30/17 21:53,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,123456789,86.92.191.25,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,1148011,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077427,paypal,6/30/17 21:53,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,,87.209.230.212,NL,,,,,APPROVED,,johndoe@gmail.com,35558834,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077455,visa,6/30/17 21:52,CEST,CZK,1375.47,Payment,0,Ecommerce,John Doe,2814,194.228.11.228,CZ,,445965,,CZ,APPROVED,997516,johndoe@gmail.com,41186642,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077457,paypal,6/30/17 21:52,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,,91.33.75.39,DE,,,,,APPROVED,,johndoe@gmail.com,36206259,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077338,mc,6/30/17 21:52,CEST,EUR,55.97,Payment,1,Ecommerce,John Doe,6888,213.118.49.127,BE,,547685,,BE,APPROVED,78758,johndoe@gmail.com,25917462,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077420,mc,6/30/17 21:52,CEST,NOK,433.97,Payment,0,Ecommerce,John Doe,311,88.89.250.5,NO,,540996,,NO,APPROVED,39604,johndoe@gmail.com,40119343,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077383,ideal,6/30/17 21:52,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,86.93.69.235,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,25981315,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077419,ideal,6/30/17 21:52,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,123456789,86.91.65.73,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,2557825,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077339,directdebit_NL,6/30/17 21:52,CEST,EUR,44.96,Payment,0,Ecommerce,John Doe,123456789,83.84.151.165,NL,ING,,,NL,UNKNOWN,,johndoe@gmail.com,32851298,,,0,0,,,,,,,,,,,,,,directdebit_NL,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077389,mc,6/30/17 21:52,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,9525,37.189.13.163,PT,,554506,,PT,APPROVED,16714,johndoe@gmail.com,46354650,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077390,visa,6/30/17 21:52,CEST,EUR,55.97,Payment,90,Ecommerce,John Doe,7004,85.26.69.207,BE,,491832,,BE,APPROVED,745748,johndoe@gmail.com,28124269,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077425,visa,6/30/17 21:51,CEST,EUR,29.95,Payment,0,Ecommerce,John Doe,2029,85.54.219.158,ES,,421473,,ES,APPROVED,503099,johndoe@gmail.com,33769894,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077284,ideal,6/30/17 21:51,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,95.96.81.82,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,43346434,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077415,ideal,6/30/17 21:51,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,123456789,84.28.207.203,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,15490712,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077391,directdebit_NL,6/30/17 21:51,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,123456789,77.249.218.196,NL,ING,,,NL,UNKNOWN,,johndoe@gmail.com,32364558,,,0,0,,,,,,,,,,,,,,directdebit_NL,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077296,visa,6/30/17 21:51,CEST,EUR,59,Payment,41,Ecommerce,John Doe,7425,82.242.146.187,FR,,459398,,FR,APPROVED,932254,johndoe@gmail.com,39520251,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077297,paypal,6/30/17 21:51,CEST,EUR,27.48,Payment,0,Ecommerce,John Doe,,217.234.37.120,DE,,,,,APPROVED,,johndoe@gmail.com,40885099,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077456,paypal,6/30/17 21:51,CEST,CHF,49.98,Payment,0,Ecommerce,John Doe,,188.61.176.14,CH,,,,,APPROVED,,johndoe@gmail.com,17270343,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077417,paypal,6/30/17 21:51,CEST,EUR,139,Payment,0,Ecommerce,John Doe,,87.142.67.218,DE,,,,,APPROVED,,johndoe@gmail.com,46354805,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077381,ideal,6/30/17 21:51,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,80.56.166.22,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,23789599,,,0,0,,,,,,,,,,,,,,idealabn,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077380,directEbanking,6/30/17 21:51,CEST,EUR,69.95,Payment,0,Ecommerce,John Doe,123456789,81.164.108.129,BE,ING Belgií‚,377,,BE,APPROVED,,johndoe@gmail.com,33182852,,,0,0,,,,,,,,,,,,,23931-75200-51D08B78-90A7,directEbanking,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077370,ideal,6/30/17 21:51,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,123456789,94.210.194.191,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,16782637,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077386,diners,6/30/17 21:51,CEST,SEK,265.96,Payment,0,Ecommerce,John Doe,7017,2.248.162.52,SE,,361489,,SE,DECLINED,,johndoe@gmail.com,46354761,,,2,0,,,,,,,,,,,,,,diners,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077330,visa,6/30/17 21:51,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,8888,94.213.164.190,NL,,456354,,NL,APPROVED,912934,johndoe@gmail.com,46354474,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077409,ideal,6/30/17 21:50,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,123456789,62.163.58.86,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,5512784,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077384,paypal,6/30/17 21:50,CEST,EUR,39.95,Payment,40,Ecommerce,John Doe,,88.166.149.43,FR,,,,,APPROVED,,johndoe@gmail.com,46354749,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077387,visa,6/30/17 21:50,CEST,EUR,44.96,Payment,0,Ecommerce,John Doe,1985,82.168.11.222,NL,,456354,,NL,APPROVED,912917,johndoe@gmail.com,26317417,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077295,mc,6/30/17 21:50,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,6644,95.97.132.162,NL,,522078,,NL,APPROVED,599179,johndoe@gmail.com,5094994,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077365,visa,6/30/17 21:50,CEST,EUR,74.95,Payment,0,Ecommerce,John Doe,8660,62.205.65.180,BE,,445472,,BE,APPROVED,78636,johndoe@gmail.com,28942826,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077450,mc,6/30/17 21:50,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,3554,93.13.93.35,FR,,513101,,FR,APPROVED,471130,johndoe@gmail.com,39250567,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077327,paypal,6/30/17 21:50,CEST,EUR,55.97,Payment,40,Ecommerce,John Doe,,82.254.234.12,FR,,,,,APPROVED,,johndoe@gmail.com,35937982,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077329,visa,6/30/17 21:50,CEST,EUR,249.95,Payment,40,Ecommerce,John Doe,2456,86.218.73.60,FR,,497408,,FR,APPROVED,851251,johndoe@gmail.com,46354775,,,1,0,,,,,,,,,,,,,,visabusiness,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077382,visa,6/30/17 21:49,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,1955,91.97.108.189,DE,,440768,,DE,APPROVED,97372,johndoe@gmail.com,20193441,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077369,mc,6/30/17 21:49,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,2224,79.30.183.248,IT,,526430,,IT,APPROVED,H9D529,johndoe@gmail.com,39320541,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077412,directdebit_NL,6/30/17 21:49,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,123456789,81.206.196.210,NL,Rabobank,,,NL,UNKNOWN,,johndoe@gmail.com,32590710,,,0,0,,,,,,,,,,,,,,directdebit_NL,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077378,paypal,6/30/17 21:48,CEST,EUR,44.95,Payment,0,Ecommerce,John Doe,,77.231.245.179,ES,,,,,APPROVED,,johndoe@gmail.com,46354752,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077377,paypal,6/30/17 21:48,CEST,EUR,32.97,Payment,40,Ecommerce,John Doe,,84.222.149.162,IT,,,,,APPROVED,,johndoe@gmail.com,24341854,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077375,directdebit_NL,6/30/17 21:48,CEST,EUR,73.44,Payment,0,Ecommerce,John Doe,123456789,88.159.222.87,NL,Rabobank,,,NL,UNKNOWN,,johndoe@gmail.com,18773761,,,0,0,,,,,,,,,,,,,,directdebit_NL,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077374,mc,6/30/17 21:48,CEST,EUR,39.95,Payment,0,Ecommerce,John Doe,5361,91.34.214.119,DE,,523256,,DE,APPROVED,189339,johndoe@gmail.com,11949600,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077324,visa,6/30/17 21:48,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,5208,85.76.148.119,FI,,492019,,FI,APPROVED,520817,johndoe@gmail.com,39989939,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077405,visa,6/30/17 21:47,CEST,EUR,38.47,Payment,40,Ecommerce,John Doe,6481,93.9.201.165,FR,,456100,,FR,APPROVED,332276,johndoe@gmail.com,11317550,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077279,mc,6/30/17 21:47,CEST,EUR,23.9,Payment,0,Ecommerce,John Doe,7451,80.141.188.47,DE,,525615,,DE,APPROVED,429545,johndoe@gmail.com,46331623,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077285,paypal,6/30/17 21:47,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,,77.248.23.155,NL,,,,,APPROVED,,johndoe@gmail.com,34156558,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077368,mc,6/30/17 21:47,CEST,EUR,39.95,Payment,40,Ecommerce,John Doe,2552,217.235.164.122,DE,,531306,,GB,APPROVED,33508,johndoe@gmail.com,46175642,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077371,mc,6/30/17 21:47,CEST,CHF,64.95,Payment,0,Ecommerce,John Doe,168,85.0.226.31,CH,,540448,,CH,APPROVED,360036,johndoe@gmail.com,26169181,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077357,visa,6/30/17 21:47,CEST,EUR,59,Payment,0,Ecommerce,John Doe,3928,213.219.154.239,BE,,489113,,BE,APPROVED,78428,johndoe@gmail.com,38115069,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077353,ideal,6/30/17 21:47,CEST,EUR,59,Payment,0,Ecommerce,John Doe,123456789,82.171.230.12,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,46057101,,,0,0,,,,,,,,,,,,,,idealabn,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077367,visa,6/30/17 21:46,CEST,NOK,309.98,Payment,0,Ecommerce,John Doe,3269,84.234.140.117,NO,,410651,,NO,APPROVED,8648,johndoe@gmail.com,25081022,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077319,mc,6/30/17 21:46,CEST,NOK,619.95,Payment,0,Ecommerce,John Doe,6813,109.189.236.37,NO,,540123,,NO,APPROVED,15925,johndoe@gmail.com,18188756,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077197,ideal,6/30/17 21:46,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,123456789,84.82.247.211,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,26154903,,,0,0,,,,,,,,,,,,,,idealabn,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077229,paypal,6/30/17 21:46,CEST,EUR,59,Payment,0,Ecommerce,John Doe,,62.178.48.129,AT,,,,,APPROVED,,johndoe@gmail.com,41331461,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077316,paypal,6/30/17 21:46,CEST,EUR,59,Payment,0,Ecommerce,John Doe,,94.223.138.8,DE,,,,,APPROVED,,johndoe@gmail.com,35811653,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077196,visa,6/30/17 21:46,CEST,EUR,29.95,Payment,0,Ecommerce,John Doe,6015,84.176.249.84,DE,,454618,,DE,APPROVED,427335,johndoe@gmail.com,44872925,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077247,paypal,6/30/17 21:46,CEST,EUR,44.97,Payment,40,Ecommerce,John Doe,,88.171.93.251,FR,,,,,APPROVED,,johndoe@gmail.com,13387706,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077278,mc,6/30/17 21:46,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,5814,84.146.124.15,DE,,523256,,DE,APPROVED,535247,johndoe@gmail.com,41127595,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077309,giropay,6/30/17 21:45,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,123456789,84.167.51.222,DE,Postbank,50010060,Frankfurt am Main,DE,APPROVED,,johndoe@gmail.com,16502125,,,0,0,,,,,,,,,,,,,,giropay,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077359,paypal,6/30/17 21:45,CEST,EUR,59.95,Payment,40,Ecommerce,John Doe,,86.216.34.115,FR,,,,,APPROVED,,johndoe@gmail.com,36472810,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077318,visa,6/30/17 21:45,CEST,EUR,59,Payment,40,Ecommerce,John Doe,7562,92.145.151.174,FR,,497315,,FR,APPROVED,131610,johndoe@gmail.com,35531431,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077358,visa,6/30/17 21:45,CEST,EUR,55.97,Payment,40,Ecommerce,John Doe,9136,78.223.60.59,FR,,497567,,FR,APPROVED,823246,johndoe@gmail.com,29739567,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077352,visa,6/30/17 21:45,CEST,CHF,115.44,Payment,80,Ecommerce,John Doe,1231,109.221.132.51,FR,,495075,,CH,APPROVED,82144,johndoe@gmail.com,39004032,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077183,ideal,6/30/17 21:45,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,123456789,195.240.247.85,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,13683619,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077194,visa,6/30/17 21:45,CEST,DKK,391.97,Payment,0,Ecommerce,John Doe,4983,87.52.80.121,DK,,457192,,DK,INVALID_CARD,,johndoe@gmail.com,46278861,,,0,0,,,,,,,,,,,,,,visadankort,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077270,ideal,6/30/17 21:45,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,123456789,213.197.57.15,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,39493577,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077277,directdebit_NL,6/30/17 21:45,CEST,EUR,59.95,Payment,0,Ecommerce,John Doe,123456789,84.24.199.249,NL,Rabobank,,,NL,UNKNOWN,,johndoe@gmail.com,46354660,,,0,0,,,,,,,,,,,,,,directdebit_NL,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077315,amex,6/30/17 21:45,CEST,EUR,55.97,Payment,40,Ecommerce,John Doe,1007,92.140.88.70,FR,,374903,,FR,APPROVED,265023,johndoe@gmail.com,41010983,,,1,22,,,,,,,,,,,,,1.58E+12,amex,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077192,mc,6/30/17 21:45,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,5410,80.108.37.20,AT,,544990,,AT,APPROVED,523298,johndoe@gmail.com,33206299,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077193,visa,6/30/17 21:44,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,1862,92.139.141.52,FR,,497401,,FR,APPROVED,135425,johndoe@gmail.com,9089960,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077249,visa,6/30/17 21:44,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,3175,2.1.55.144,FR,,497203,,FR,APPROVED,542971,johndoe@gmail.com,46354371,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077180,ideal,6/30/17 21:44,CEST,EUR,90.94,Payment,0,Ecommerce,John Doe,123456789,94.208.217.5,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,39370088,,,0,0,,,,,,,,,,,,,,idealabn,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077187,mc,6/30/17 21:44,CEST,EUR,59,Payment,41,Ecommerce,John Doe,4957,90.22.186.195,FR,,513039,,FR,APPROVED,754252,johndoe@gmail.com,46142862,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077240,ideal,6/30/17 21:44,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,123456789,82.170.75.74,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,26361651,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077186,visa,6/30/17 21:44,CEST,SEK,762.93,Payment,0,Ecommerce,John Doe,6970,81.231.67.177,SE,,457002,,SE,APPROVED,123106,johndoe@gmail.com,25992819,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077188,visa,6/30/17 21:44,CEST,NOK,389.95,Payment,0,Ecommerce,John Doe,7825,84.208.186.238,NO,,456997,,NO,APPROVED,7919,johndoe@gmail.com,46354393,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077242,visa,6/30/17 21:44,CEST,EUR,37.48,Payment,40,Ecommerce,John Doe,8474,82.122.188.237,FR,,415059,,FR,APPROVED,520842,johndoe@gmail.com,20129597,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077306,ideal,6/30/17 21:44,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,62.131.115.146,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,5997674,,,0,0,,,,,,,,,,,,,,idealabn,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077268,ideal,6/30/17 21:44,CEST,EUR,59.95,Payment,0,Ecommerce,John Doe,123456789,82.74.45.88,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,46214916,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077304,paypal,6/30/17 21:44,CEST,NOK,433.97,Payment,0,Ecommerce,John Doe,,109.247.100.31,NO,,,,,APPROVED,,johndoe@gmail.com,39650049,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077311,visa,6/30/17 21:43,CEST,EUR,59,Payment,0,Ecommerce,John Doe,18,213.219.154.239,BE,,450663,,BE,DECLINED,,johndoe@gmail.com,38115069,,,2,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077243,paypal,6/30/17 21:43,CEST,EUR,39.95,Payment,0,Ecommerce,John Doe,,77.177.80.185,DE,,,,,APPROVED,,johndoe@gmail.com,38052894,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077255,mc,6/30/17 21:43,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,5321,178.202.81.12,DE,,523254,,DE,APPROVED,923078,johndoe@gmail.com,33227532,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077308,paypal,6/30/17 21:43,CEST,EUR,38.47,Payment,0,Ecommerce,John Doe,,83.41.47.174,ES,,,,,APPROVED,,johndoe@gmail.com,37052646,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077182,paypal,6/30/17 21:43,CEST,EUR,29.95,Payment,0,Ecommerce,John Doe,,37.11.41.172,ES,,,,,APPROVED,,johndoe@gmail.com,46281939,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077181,paypal,6/30/17 21:43,CEST,EUR,55.97,Payment,40,Ecommerce,John Doe,,82.52.143.190,IT,,,,,APPROVED,,johndoe@gmail.com,13766315,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077262,paypal,6/30/17 21:43,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,,178.4.243.98,DE,,,,,APPROVED,,johndoe@gmail.com,5479065,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077176,mc,6/30/17 21:43,CEST,CHF,69.97,Payment,0,Ecommerce,John Doe,8429,77.57.160.31,CH,,540444,,CH,APPROVED,95271,johndoe@gmail.com,14846036,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
